trip_id,sample_step,simulated_time_sec,distance_from_route_m,deviation_duration_sec,heading_difference_deg,off_route_distance_m,returned_to_route,stop_duration_sec,current_speed_kmh,speed_limit_kmh,overspeed_duration_sec,location_context,scenario_type,label
TRIP_ANOM_0001,13,65.0,3.45,0.0,1.16,0.0,0,0.0,34.75,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,14,70.0,6.93,0.0,6.0,0.0,0,0.0,32.78,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,15,75.0,12.43,0.0,2.59,0.0,0,0.0,32.4,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,16,80.0,13.03,0.0,4.79,0.0,0,0.0,30.64,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,17,85.0,0.13,0.0,2.25,0.0,0,0.0,33.07,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,18,90.0,0.25,0.0,7.05,0.0,0,0.0,23.44,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,19,95.0,0.54,0.0,6.22,0.0,0,0.0,42.2,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,20,100.0,3.29,0.0,2.29,0.0,0,0.0,31.88,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,21,105.0,4.93,0.0,4.57,0.0,0,0.0,42.18,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,22,110.0,13.26,0.0,9.87,0.0,0,0.0,31.87,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,23,115.0,4.1,0.0,6.7,0.0,0,0.0,33.75,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,24,120.0,8.04,0.0,5.02,0.0,0,0.0,27.86,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,25,125.0,10.79,0.0,4.33,0.0,0,0.0,32.1,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,26,130.0,1.57,0.0,0.33,0.0,0,0.0,27.54,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,27,135.0,4.55,0.0,4.58,0.0,0,0.0,36.48,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,28,140.0,3.36,0.0,9.22,0.0,0,0.0,33.19,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,29,145.0,3.32,0.0,5.11,0.0,0,0.0,26.69,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,30,150.0,8.25,0.0,5.58,0.0,0,0.0,40.7,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,31,155.0,8.9,0.0,3.17,0.0,0,0.0,42.7,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,32,160.0,0.52,0.0,6.89,0.0,0,0.0,42.94,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,33,165.0,3.62,0.0,4.53,0.0,0,0.0,39.68,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,34,170.0,17.1,0.0,8.42,0.0,0,0.0,44.14,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,35,175.0,0.33,0.0,2.66,0.0,0,0.0,32.11,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,36,180.0,0.51,0.0,7.48,0.0,0,0.0,32.59,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,37,185.0,2.98,0.0,0.14,0.0,0,0.0,30.43,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,38,190.0,4.35,0.0,9.32,0.0,0,0.0,20.26,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0001,39,195.0,7.89,0.0,2.48,0.0,0,0.0,22.31,45.0,0.0,traffic_light,normal_smooth,normal
TRIP_ANOM_0002,0,0.0,1.77,0.0,0.05,0.0,0,0.0,30.15,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,1,5.0,3.42,0.0,9.26,0.0,0,0.0,28.29,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,2,10.0,4.68,0.0,9.38,0.0,0,0.0,32.21,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,3,15.0,2.56,0.0,1.31,0.0,0,0.0,25.92,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,4,20.0,4.72,0.0,2.91,0.0,0,0.0,26.96,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,5,25.0,0.7,0.0,1.35,0.0,0,0.0,23.36,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,6,30.0,3.53,0.0,5.08,0.0,0,0.0,30.65,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,7,35.0,0.64,0.0,8.07,0.0,0,0.0,22.81,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,8,40.0,82.94,5.0,33.63,25.02,0,0.0,18.02,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,9,45.0,76.69,10.0,42.62,43.32,0,0.0,13.17,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,10,50.0,82.25,15.0,20.9,80.76,0,0.0,26.95,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,11,55.0,69.14,20.0,35.75,108.0,0,0.0,19.62,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,12,60.0,59.88,25.0,36.33,144.98,0,0.0,26.62,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,13,65.0,43.54,30.0,40.69,175.39,0,0.0,21.9,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,14,70.0,66.17,35.0,36.06,196.66,0,0.0,15.31,35.0,0.0,depot,mild_alley_detour,monitor
TRIP_ANOM_0002,15,75.0,4.96,0.0,5.47,196.66,1,0.0,19.67,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,16,80.0,4.17,0.0,1.73,196.66,1,0.0,15.68,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,17,85.0,10.69,0.0,0.48,196.66,1,0.0,27.96,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,18,90.0,4.1,0.0,4.84,196.66,1,0.0,32.36,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,19,95.0,0.08,0.0,6.46,196.66,1,0.0,28.57,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,20,100.0,8.57,0.0,8.95,196.66,1,0.0,19.37,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,21,105.0,4.33,0.0,1.86,196.66,1,0.0,17.75,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,22,110.0,3.05,0.0,8.68,196.66,1,0.0,20.46,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,23,115.0,0.83,0.0,1.75,196.66,1,0.0,22.66,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,24,120.0,20.0,0.0,8.15,196.66,1,0.0,24.28,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,25,125.0,0.78,0.0,5.19,196.66,1,0.0,20.75,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,26,130.0,3.0,0.0,5.25,196.66,1,0.0,23.89,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,27,135.0,0.4,0.0,2.14,196.66,1,0.0,20.48,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,28,140.0,0.39,0.0,4.54,196.66,1,0.0,15.1,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,29,145.0,3.15,0.0,8.34,196.66,1,0.0,21.61,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,30,150.0,0.81,0.0,0.27,196.66,1,0.0,31.93,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,31,155.0,1.73,0.0,6.87,196.66,1,0.0,31.93,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,32,160.0,0.98,0.0,6.21,196.66,1,0.0,30.84,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,33,165.0,5.57,0.0,7.31,196.66,1,0.0,20.61,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,34,170.0,3.31,0.0,6.7,196.66,1,0.0,26.4,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,35,175.0,6.08,0.0,0.96,196.66,1,0.0,17.65,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,36,180.0,0.45,0.0,0.6,196.66,1,0.0,23.72,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,37,185.0,6.48,0.0,6.46,196.66,1,0.0,22.13,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,38,190.0,1.5,0.0,5.88,196.66,1,0.0,17.13,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,39,195.0,10.74,0.0,1.61,196.66,1,0.0,16.28,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0002,40,200.0,0.06,0.0,8.66,196.66,1,0.0,20.12,35.0,0.0,depot,mild_alley_detour,normal
TRIP_ANOM_0003,0,0.0,0.09,0.0,1.23,0.0,0,0.0,15.48,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,1,5.0,3.44,0.0,9.36,0.0,0,0.0,18.43,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,2,10.0,6.05,0.0,6.07,0.0,0,0.0,16.75,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,3,15.0,3.82,0.0,9.25,0.0,0,0.0,18.27,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,4,20.0,0.97,0.0,4.63,0.0,0,0.0,16.58,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,5,25.0,9.79,0.0,0.0,0.0,0,5.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,6,30.0,8.78,0.0,0.0,0.0,0,10.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,7,35.0,6.86,0.0,0.0,0.0,0,15.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,8,40.0,8.61,0.0,0.0,0.0,0,20.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,9,45.0,6.81,0.0,0.0,0.0,0,25.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,10,50.0,9.24,0.0,0.0,0.0,0,30.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,11,55.0,3.89,0.0,0.0,0.0,0,35.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,12,60.0,9.47,0.0,0.0,0.0,0,40.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,13,65.0,3.56,0.0,0.0,0.0,0,45.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,14,70.0,7.35,0.0,0.0,0.0,0,50.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,15,75.0,4.37,0.0,0.0,0.0,0,55.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,16,80.0,0.24,0.0,0.0,0.0,0,60.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,17,85.0,6.95,0.0,0.0,0.0,0,65.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,18,90.0,2.9,0.0,0.0,0.0,0,70.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,19,95.0,9.58,0.0,0.0,0.0,0,75.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,20,100.0,8.0,0.0,0.0,0.0,0,80.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,21,105.0,1.22,0.0,0.0,0.0,0,85.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,22,110.0,7.68,0.0,0.0,0.0,0,90.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,23,115.0,3.19,0.0,0.0,0.0,0,95.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,24,120.0,9.03,0.0,0.0,0.0,0,100.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,25,125.0,5.42,0.0,0.0,0.0,0,105.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,26,130.0,3.42,0.0,0.0,0.0,0,110.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,27,135.0,5.61,0.0,0.0,0.0,0,115.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,28,140.0,7.22,0.0,0.0,0.0,0,120.0,0.0,20.0,0.0,unknown,stalling_roadside,normal
TRIP_ANOM_0003,29,145.0,1.13,0.0,0.0,0.0,0,125.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,30,150.0,6.19,0.0,0.0,0.0,0,130.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,31,155.0,1.18,0.0,0.0,0.0,0,135.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,32,160.0,1.26,0.0,0.0,0.0,0,140.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,33,165.0,3.54,0.0,0.0,0.0,0,145.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,34,170.0,6.48,0.0,0.0,0.0,0,150.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0003,35,175.0,6.56,0.0,0.0,0.0,0,155.0,0.0,20.0,0.0,unknown,stalling_roadside,monitor
TRIP_ANOM_0004,0,0.0,1.37,0.0,4.21,0.0,0,0.0,23.14,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,1,5.0,0.67,0.0,5.43,0.0,0,0.0,19.98,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,2,10.0,13.64,0.0,6.84,0.0,0,0.0,28.49,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,3,15.0,1.47,0.0,1.48,0.0,0,0.0,23.39,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,4,20.0,1.62,0.0,4.79,0.0,0,0.0,16.2,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,5,25.0,1.89,0.0,9.44,0.0,0,0.0,20.83,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,6,30.0,9.15,0.0,5.53,0.0,0,0.0,27.18,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,7,35.0,16.26,0.0,5.14,0.0,0,0.0,28.27,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,8,40.0,5.01,0.0,7.55,0.0,0,0.0,20.86,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,9,45.0,5.36,0.0,0.11,0.0,0,0.0,21.86,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,10,50.0,3.18,0.0,9.7,0.0,0,0.0,34.58,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,11,55.0,9.91,0.0,9.27,0.0,0,0.0,28.82,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,12,60.0,2.55,0.0,9.76,0.0,0,0.0,33.19,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,13,65.0,1.32,0.0,8.29,0.0,0,0.0,34.06,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,14,70.0,1.12,0.0,3.59,0.0,0,0.0,22.37,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,15,75.0,3.98,0.0,4.74,0.0,0,0.0,28.01,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,16,80.0,4.34,0.0,1.88,0.0,0,0.0,30.93,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,17,85.0,0.83,0.0,8.94,0.0,0,0.0,27.84,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,18,90.0,8.4,0.0,8.35,0.0,0,0.0,34.05,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,19,95.0,7.93,0.0,6.39,0.0,0,0.0,29.27,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,20,100.0,2.33,0.0,7.31,0.0,0,0.0,17.37,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,21,105.0,6.73,0.0,9.99,0.0,0,0.0,18.41,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,22,110.0,1.22,0.0,8.49,0.0,0,0.0,16.1,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,23,115.0,4.25,0.0,9.56,0.0,0,0.0,26.96,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,24,120.0,16.5,0.0,5.17,0.0,0,0.0,23.08,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,25,125.0,0.86,0.0,5.09,0.0,0,0.0,28.15,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,26,130.0,6.59,0.0,3.34,0.0,0,0.0,17.4,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,27,135.0,0.21,0.0,5.93,0.0,0,0.0,20.78,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,28,140.0,0.88,0.0,2.93,0.0,0,0.0,30.9,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,29,145.0,2.21,0.0,9.73,0.0,0,0.0,26.17,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,30,150.0,6.87,0.0,0.09,0.0,0,0.0,19.38,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,31,155.0,3.27,0.0,4.23,0.0,0,0.0,27.41,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0004,32,160.0,11.62,0.0,9.79,0.0,0,0.0,31.38,35.0,0.0,school,normal_smooth,normal
TRIP_ANOM_0005,0,0.0,3.87,0.0,1.64,0.0,0,0.0,58.34,45.0,5.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,1,5.0,3.62,0.0,8.82,0.0,0,0.0,67.53,45.0,10.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,2,10.0,0.01,0.0,3.75,0.0,0,0.0,64.36,45.0,15.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,3,15.0,1.22,0.0,1.54,0.0,0,0.0,60.78,45.0,20.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,4,20.0,0.68,0.0,9.85,0.0,0,0.0,63.93,45.0,25.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,5,25.0,10.36,0.0,7.27,0.0,0,0.0,62.3,45.0,30.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,6,30.0,4.8,0.0,6.48,0.0,0,0.0,60.96,45.0,35.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,7,35.0,12.01,0.0,1.21,0.0,0,0.0,60.52,45.0,40.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,8,40.0,8.82,0.0,6.84,0.0,0,0.0,62.75,45.0,45.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,9,45.0,4.4,0.0,0.83,0.0,0,0.0,61.93,45.0,50.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,10,50.0,0.46,0.0,4.95,0.0,0,0.0,66.13,45.0,55.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,11,55.0,7.0,0.0,2.26,0.0,0,0.0,60.06,45.0,60.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,12,60.0,3.53,0.0,3.32,0.0,0,0.0,60.23,45.0,65.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,13,65.0,6.43,0.0,8.57,0.0,0,0.0,67.79,45.0,70.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,14,70.0,0.97,0.0,8.06,0.0,0,0.0,61.24,45.0,75.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,15,75.0,5.84,0.0,3.49,0.0,0,0.0,58.86,45.0,80.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,16,80.0,2.64,0.0,8.03,0.0,0,0.0,66.23,45.0,85.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,17,85.0,0.84,0.0,7.43,0.0,0,0.0,60.96,45.0,90.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,18,90.0,0.68,0.0,2.68,0.0,0,0.0,64.54,45.0,95.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0005,19,95.0,1.93,0.0,8.41,0.0,0,0.0,66.86,45.0,100.0,bus_stop,overspeed_severe,suspicious
TRIP_ANOM_0006,0,0.0,17.92,0.0,6.74,0.0,0,0.0,27.03,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,1,5.0,1.74,0.0,5.5,0.0,0,0.0,23.7,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,2,10.0,0.11,0.0,8.6,0.0,0,0.0,32.04,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,3,15.0,2.05,0.0,8.15,0.0,0,0.0,40.22,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,4,20.0,11.96,0.0,10.17,0.0,0,0.0,47.69,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,5,25.0,7.62,0.0,0.0,0.0,0,5.0,0.0,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,6,30.0,5.34,0.0,0.0,0.0,0,10.0,0.0,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,7,35.0,4.37,0.0,0.0,0.0,0,15.0,0.0,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,8,40.0,1.68,0.0,0.0,0.0,0,20.0,0.0,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,9,45.0,2.82,0.0,0.0,0.0,0,25.0,0.0,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,10,50.0,12.81,0.0,8.69,0.0,0,0.0,29.91,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,11,55.0,4.09,0.0,3.03,0.0,0,0.0,20.32,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,12,60.0,5.17,0.0,4.98,0.0,0,0.0,30.02,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,13,65.0,3.23,0.0,10.67,0.0,0,0.0,43.35,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,14,70.0,0.19,0.0,2.64,0.0,0,0.0,30.16,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,15,75.0,9.55,0.0,3.22,0.0,0,0.0,23.63,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,16,80.0,1.17,0.0,5.49,0.0,0,0.0,20.53,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,17,85.0,4.97,0.0,0.95,0.0,0,0.0,28.31,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,18,90.0,3.87,0.0,0.14,0.0,0,0.0,40.77,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,19,95.0,2.0,0.0,2.63,0.0,0,0.0,22.87,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,20,100.0,4.66,0.0,2.05,0.0,0,0.0,33.9,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,21,105.0,4.19,0.0,8.54,0.0,0,0.0,29.28,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,22,110.0,4.1,0.0,1.3,0.0,0,0.0,40.43,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,23,115.0,2.72,0.0,2.22,0.0,0,0.0,28.13,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,24,120.0,22.33,0.0,11.86,0.0,0,0.0,42.03,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,25,125.0,5.36,0.0,4.1,0.0,0,0.0,47.31,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,26,130.0,4.66,0.0,3.06,0.0,0,0.0,30.42,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0006,27,135.0,9.13,0.0,0.44,0.0,0,0.0,46.5,50.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0007,0,0.0,3.14,0.0,4.41,0.0,0,0.0,31.57,35.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0007,1,5.0,6.59,0.0,3.65,0.0,0,0.0,24.76,35.0,0.0,bus_stop,normal_with_stops,normal
TRIP_ANOM_0007,2,10.0,8.44,0.0,10.36,0.0,0,0.0,26.22,35.0,0.0,bus_stop,normal_with_stops,normal
