trip_id,latitude,longitude,distance_remaining_m,baseline_remaining_sec,current_speed_kmh,speed_limit_kmh,route_progress,hour_of_day,day_of_week,stops_remaining,road_type,traffic_level,weather,school_period,incident,actual_remaining_sec
2,27.6983949,85.3523293,1160.0,178.28,15.18,20.0,0.36093,8,3,2,residential,medium,clear,regular,0,288.52
2,27.698275,85.3500375,1133.82,174.26,14.09,20.0,0.37536,8,3,2,residential,medium,clear,regular,0,312.33
2,27.6962045,85.3521132,1100.99,169.21,13.01,20.0,0.39344,8,3,2,residential,medium,clear,regular,0,287.17
2,27.6976138,85.3498444,1074.35,165.12,15.33,20.0,0.40812,8,3,2,residential,medium,clear,regular,0,319.92
2,27.6969886,85.3529165,1070.44,164.52,14.71,20.0,0.41027,8,3,2,residential,medium,clear,regular,0,312.59
2,27.6979052,85.350548,987.22,151.73,14.55,20.0,0.45612,8,3,2,residential,medium,clear,regular,0,267.45
2,27.6994545,85.3506229,984.2,151.26,12.53,20.0,0.45779,8,3,2,residential,medium,clear,regular,0,311.92
2,27.6977693,85.3521536,938.91,144.3,12.22,20.0,0.48274,8,3,2,residential,medium,clear,regular,0,268.0
2,27.697883,85.3518511,896.86,137.84,15.92,20.0,0.5059,8,3,2,residential,medium,clear,regular,0,215.75
2,27.6970563,85.3510687,871.01,133.86,13.89,20.0,0.52015,8,3,2,residential,medium,clear,regular,0,273.53
2,27.6982565,85.3503303,852.97,131.09,13.27,20.0,0.53008,8,3,2,residential,medium,clear,regular,0,234.24
2,27.6971523,85.3518466,829.42,127.47,15.48,20.0,0.54306,8,3,2,residential,medium,clear,regular,0,230.13
2,27.6991338,85.352701,803.11,123.43,14.37,20.0,0.55755,8,3,2,residential,medium,clear,regular,0,231.58
2,27.6996062,85.352263,685.83,105.41,14.16,20.0,0.62216,8,3,2,residential,medium,clear,regular,0,216.93
2,27.6983243,85.3512377,605.23,93.02,14.43,20.0,0.66657,8,3,2,residential,medium,clear,regular,0,212.26
2,27.6995379,85.3536394,565.95,86.98,15.31,20.0,0.68821,8,3,1,residential,medium,clear,regular,0,157.74
2,27.6996003,85.3499129,545.29,83.81,14.58,20.0,0.69959,8,3,1,residential,medium,clear,regular,0,164.16
2,27.6965272,85.3532427,532.11,81.78,15.56,20.0,0.70685,8,3,1,residential,medium,clear,regular,0,135.31
2,27.6991093,85.3512524,478.18,73.49,12.44,20.0,0.73656,8,3,1,residential,medium,clear,regular,0,140.76
2,27.6981092,85.3526167,398.59,61.26,15.0,20.0,0.78041,8,3,1,residential,medium,clear,regular,0,111.47
2,27.6979739,85.3530048,360.94,55.47,15.31,20.0,0.80115,8,3,1,residential,medium,clear,regular,0,102.54
2,27.6962389,85.3536498,309.24,47.53,13.15,20.0,0.82964,8,3,1,residential,medium,clear,regular,0,94.71
2,27.6986875,85.3525171,293.03,45.04,12.58,20.0,0.83857,8,3,1,residential,medium,clear,regular,0,85.91
2,27.6968847,85.3518557,272.85,41.93,15.81,20.0,0.84968,8,3,1,residential,medium,clear,regular,0,96.85
2,27.6992826,85.35038,254.24,39.07,14.8,20.0,0.85993,8,3,1,residential,medium,clear,regular,0,73.75
2,27.6990575,85.3525913,209.47,32.19,12.1,20.0,0.8846,8,3,1,residential,medium,clear,regular,0,72.81
2,27.6991585,85.3501576,198.0,30.43,11.97,20.0,0.89092,8,3,1,residential,medium,clear,regular,0,68.37
2,27.6983286,85.3517756,105.98,16.29,15.5,20.0,0.94161,8,3,1,residential,medium,clear,regular,0,44.03
3,27.7110611,85.3688773,3280.58,582.36,12.72,20.0,0.0,19,0,4,residential,medium,rain,regular,0,1082.02
3,27.7112963,85.3689131,3189.45,566.18,14.02,20.0,0.02778,19,0,4,residential,medium,rain,regular,0,1032.74
3,27.7122287,85.3676536,3162.74,561.44,12.85,20.0,0.03592,19,0,4,residential,medium,rain,regular,0,1031.2
3,27.7115461,85.3693407,3115.72,553.09,13.78,20.0,0.05025,19,0,4,residential,medium,rain,regular,0,1045.52
3,27.710948,85.366932,3113.84,552.76,13.59,20.0,0.05083,19,0,4,residential,medium,rain,regular,0,892.37
3,27.7124059,85.3682855,3100.03,550.31,10.8,20.0,0.05503,19,0,4,residential,medium,rain,regular,0,1041.05
3,27.7134131,85.3692808,2899.78,514.76,13.26,20.0,0.11608,19,0,4,residential,medium,rain,regular,0,894.73
3,27.7136086,85.3688716,2884.04,511.97,13.11,20.0,0.12087,19,0,4,residential,medium,rain,regular,0,898.31
3,27.7105558,85.365697,2758.06,489.6,12.53,20.0,0.15928,19,0,4,residential,medium,rain,regular,0,868.41
3,27.7109198,85.3689774,2757.65,489.53,13.18,20.0,0.1594,19,0,4,residential,medium,rain,regular,0,854.06
3,27.7108344,85.3687159,2709.85,481.04,13.13,20.0,0.17397,19,0,4,residential,medium,rain,regular,0,841.62
3,27.7100082,85.367089,2658.32,471.9,12.19,20.0,0.18968,19,0,4,residential,medium,rain,regular,0,780.32
3,27.7105408,85.3662325,2644.51,469.45,13.08,20.0,0.19389,19,0,4,residential,medium,rain,regular,0,805.32
3,27.7117548,85.3655108,2485.13,441.15,14.49,20.0,0.24247,19,0,4,residential,medium,rain,regular,0,809.27
3,27.7119497,85.3664078,2473.69,439.12,14.48,20.0,0.24596,19,0,4,residential,medium,rain,regular,0,831.36
3,27.7105852,85.3676355,2472.02,438.82,11.24,20.0,0.24647,19,0,4,residential,medium,rain,regular,0,867.41
3,27.7123995,85.3681183,2450.62,435.03,11.0,20.0,0.25299,19,0,3,residential,medium,rain,regular,0,806.23
3,27.7099665,85.3664442,2247.85,399.03,10.98,20.0,0.3148,19,0,3,residential,medium,rain,regular,0,757.07
3,27.7121874,85.3694104,2229.31,395.74,14.33,20.0,0.32045,19,0,3,residential,medium,rain,regular,0,738.84
3,27.7135634,85.3661371,2176.53,386.37,10.7,20.0,0.33654,19,0,3,residential,medium,rain,regular,0,662.87
3,27.710519,85.369253,2027.14,359.85,13.25,20.0,0.38208,19,0,3,residential,medium,rain,regular,0,637.93
3,27.7119922,85.3660255,1994.45,354.05,10.92,20.0,0.39204,19,0,3,residential,medium,rain,regular,0,595.67
3,27.711407,85.3679364,1800.62,319.64,13.03,20.0,0.45113,19,0,3,residential,medium,rain,regular,0,582.06
3,27.7131212,85.3688181,1748.71,310.42,11.54,20.0,0.46695,19,0,3,residential,medium,rain,regular,0,530.91
3,27.711072,85.3672188,1724.26,306.09,12.39,20.0,0.4744,19,0,3,residential,medium,rain,regular,0,591.33
3,27.710289,85.3676267,1651.83,293.23,14.01,20.0,0.49648,19,0,3,residential,medium,rain,regular,0,564.1
3,27.713863,85.3663344,1581.92,280.82,11.8,20.0,0.51779,19,0,2,residential,medium,rain,regular,0,550.34
3,27.7103962,85.366776,1560.09,276.94,13.77,20.0,0.52445,19,0,2,residential,medium,rain,regular,0,463.47
3,27.7120353,85.3669471,1552.81,275.65,12.8,20.0,0.52667,19,0,2,residential,medium,rain,regular,0,497.75
3,27.7110905,85.3683747,1518.04,269.48,12.42,20.0,0.53726,19,0,2,residential,medium,rain,regular,0,474.0
3,27.7103825,85.3693819,1285.95,228.28,13.96,20.0,0.60801,19,0,2,residential,medium,rain,regular,0,412.65
3,27.7130809,85.3674904,954.52,169.44,13.04,20.0,0.70904,19,0,2,residential,medium,rain,regular,0,341.31
3,27.7134099,85.3689623,905.02,160.66,11.54,20.0,0.72413,19,0,2,residential,medium,rain,regular,0,333.07
3,27.7123395,85.3668357,840.6,149.22,13.78,20.0,0.74376,19,0,2,residential,medium,rain,regular,0,304.13
3,27.7119851,85.3669846,691.69,122.79,12.71,20.0,0.78916,19,0,1,residential,medium,rain,regular,0,211.9
3,27.7122208,85.3668599,688.31,122.19,14.34,20.0,0.79019,19,0,1,residential,medium,rain,regular,0,208.72
3,27.7118445,85.3670094,508.2,90.21,11.07,20.0,0.84509,19,0,1,residential,medium,rain,regular,0,172.08
3,27.7120638,85.3693623,495.48,87.96,12.66,20.0,0.84897,19,0,1,residential,medium,rain,regular,0,155.36
3,27.7119461,85.3689609,493.21,87.55,12.44,20.0,0.84966,19,0,1,residential,medium,rain,regular,0,159.88
3,27.7134444,85.3684821,182.9,32.47,11.87,20.0,0.94425,19,0,1,residential,medium,rain,regular,0,69.23
3,27.7131893,85.3661977,178.97,31.77,12.27,20.0,0.94544,19,0,1,residential,medium,rain,regular,0,79.81
3,27.7102288,85.3663818,142.71,25.33,11.98,20.0,0.9565,19,0,1,residential,medium,rain,regular,0,74.8
4,27.6479058,85.3199729,3214.59,533.56,10.42,20.0,0.0,8,3,12,residential,medium,heavy_rain,regular,0,1282.89
4,27.6490675,85.3219936,3175.45,527.07,8.87,20.0,0.01218,8,3,12,residential,medium,heavy_rain,regular,0,1446.44
4,27.6459839,85.3226973,2938.27,487.7,10.8,20.0,0.08596,8,3,11,residential,medium,heavy_rain,regular,0,1280.99
4,27.6491252,85.3210436,2848.64,472.82,10.91,20.0,0.11384,8,3,11,residential,medium,heavy_rain,regular,0,1090.13
4,27.6460345,85.3213749,2818.38,467.8,11.41,20.0,0.12325,8,3,11,residential,medium,heavy_rain,regular,0,1208.48
4,27.6472498,85.3211131,2629.11,436.39,9.75,20.0,0.18213,8,3,10,residential,medium,heavy_rain,regular,0,1003.58
4,27.6465859,85.3219403,2498.3,414.67,10.49,20.0,0.22283,8,3,10,residential,medium,heavy_rain,regular,0,1130.44
4,27.6475317,85.3194196,2395.47,397.61,9.35,20.0,0.25481,8,3,9,residential,medium,heavy_rain,regular,0,1057.99
4,27.6458484,85.3206819,2362.45,392.12,10.66,20.0,0.26509,8,3,9,residential,medium,heavy_rain,regular,0,1021.82
4,27.6469044,85.3214967,2261.1,375.3,8.74,20.0,0.29661,8,3,9,residential,medium,heavy_rain,regular,0,1036.78
4,27.6475924,85.3192615,2242.08,372.14,9.57,20.0,0.30253,8,3,9,residential,medium,heavy_rain,regular,0,881.96
4,27.6485721,85.3193673,2185.05,362.68,9.96,20.0,0.32027,8,3,9,residential,medium,heavy_rain,regular,0,994.89
4,27.6477881,85.3207002,2145.46,356.11,10.64,20.0,0.33259,8,3,9,residential,medium,heavy_rain,regular,0,958.54
4,27.6490741,85.3211976,2124.22,352.58,11.43,20.0,0.33919,8,3,8,residential,medium,heavy_rain,regular,0,970.86
4,27.6493925,85.3201972,2083.23,345.78,11.57,20.0,0.35195,8,3,8,residential,medium,heavy_rain,regular,0,873.58
4,27.6491048,85.319424,2059.57,341.85,9.99,20.0,0.35931,8,3,8,residential,medium,heavy_rain,regular,0,997.02
4,27.6462675,85.3193108,2053.59,340.86,11.47,20.0,0.36116,8,3,8,residential,medium,heavy_rain,regular,0,1003.43
4,27.6466308,85.3227022,2014.54,334.38,8.73,20.0,0.37331,8,3,8,residential,medium,heavy_rain,regular,0,928.29
4,27.6471762,85.3223211,2002.92,332.45,11.39,20.0,0.37693,8,3,8,residential,medium,heavy_rain,regular,0,923.64
4,27.6462444,85.321321,1971.55,327.24,8.55,20.0,0.38669,8,3,8,residential,medium,heavy_rain,regular,0,1019.39
4,27.6481682,85.320979,1909.93,317.01,11.56,20.0,0.40586,8,3,8,residential,medium,heavy_rain,regular,0,842.79
4,27.6474054,85.3215573,1852.58,307.49,11.13,20.0,0.4237,8,3,7,residential,medium,heavy_rain,regular,0,736.48
4,27.6462436,85.3225674,1832.89,304.23,10.54,20.0,0.42982,8,3,7,residential,medium,heavy_rain,regular,0,761.42
4,27.6484887,85.3213625,1735.16,288.01,10.99,20.0,0.46022,8,3,7,residential,medium,heavy_rain,regular,0,776.71
4,27.6456454,85.3212102,1721.97,285.82,9.86,20.0,0.46433,8,3,7,residential,medium,heavy_rain,regular,0,858.62
4,27.6490977,85.3222651,1678.63,278.62,9.98,20.0,0.47781,8,3,7,residential,medium,heavy_rain,regular,0,772.77
4,27.6462666,85.3227614,1397.82,232.01,9.27,20.0,0.56516,8,3,6,residential,medium,heavy_rain,regular,0,574.92
4,27.6475463,85.3202211,1350.96,224.23,8.89,20.0,0.57974,8,3,6,residential,medium,heavy_rain,regular,0,661.84
4,27.6482409,85.3200228,1291.91,214.43,10.51,20.0,0.59811,8,3,5,residential,medium,heavy_rain,regular,0,627.02
4,27.6471663,85.3191743,1183.3,196.41,9.83,20.0,0.6319,8,3,5,residential,medium,heavy_rain,regular,0,518.44
4,27.6478233,85.3218876,1110.7,184.36,9.18,20.0,0.65448,8,3,5,residential,medium,heavy_rain,regular,0,494.62
4,27.6483624,85.3220458,1051.73,174.57,9.5,20.0,0.67282,8,3,4,residential,medium,heavy_rain,regular,0,447.75
4,27.6465081,85.3191335,961.11,159.53,8.79,20.0,0.70102,8,3,4,residential,medium,heavy_rain,regular,0,396.87
4,27.6470612,85.3221833,958.26,159.05,9.21,20.0,0.7019,8,3,4,residential,medium,heavy_rain,regular,0,438.88
4,27.6458033,85.3190017,798.47,132.53,11.27,20.0,0.75161,8,3,3,residential,medium,heavy_rain,regular,1,532.4
4,27.6484795,85.3223717,696.3,115.57,9.56,20.0,0.78339,8,3,3,residential,medium,heavy_rain,regular,0,347.75
4,27.6481797,85.3192933,600.79,99.72,9.82,20.0,0.81311,8,3,3,residential,medium,heavy_rain,regular,0,286.45
4,27.6477447,85.3200869,475.5,78.92,9.28,20.0,0.85208,8,3,2,residential,medium,heavy_rain,regular,0,225.57
4,27.6490777,85.3210796,472.08,78.36,9.35,20.0,0.85315,8,3,2,residential,medium,heavy_rain,regular,0,222.6
4,27.648308,85.3217833,295.5,49.05,9.94,20.0,0.90808,8,3,2,residential,medium,heavy_rain,regular,0,154.73
4,27.6461537,85.3226693,251.49,41.74,11.01,20.0,0.92177,8,3,1,residential,medium,heavy_rain,regular,0,100.69
4,27.6476728,85.3190946,170.45,28.29,10.25,20.0,0.94698,8,3,1,residential,medium,heavy_rain,regular,0,77.36
4,27.6459605,85.3189007,124.58,20.68,8.64,20.0,0.96125,8,3,1,residential,medium,heavy_rain,regular,0,79.8
5,27.7422703,85.3281339,2073.13,315.55,16.01,20.0,0.0,6,1,10,residential,low,clear,regular,0,533.6
5,27.7435743,85.3281308,1961.67,298.58,18.85,20.0,0.05376,6,1,10,residential,low,clear,regular,0,499.08
5,27.7404162,85.3263008,1863.27,283.61,17.33,20.0,0.10123,6,1,9,residential,low,clear,regular,0,483.72
5,27.7420159,85.3285627,1772.85,269.85,18.78,20.0,0.14484,6,1,9,residential,low,clear,regular,0,502.65
5,27.7436785,85.3252767,1749.7,266.32,17.92,20.0,0.15601,6,1,9,residential,low,clear,regular,0,509.08
5,27.7432231,85.3252429,1709.68,260.23,18.31,20.0,0.17531,6,1,9,residential,low,clear,regular,0,489.43
5,27.7431486,85.3261946,1702.15,259.08,20.0,20.0,0.17895,6,1,9,residential,low,clear,regular,0,669.58
5,27.7409294,85.3279376,1557.56,237.08,20.0,20.0,0.24869,6,1,8,residential,low,clear,regular,0,576.73
5,27.7410189,85.3268003,1370.8,208.65,20.0,20.0,0.33878,6,1,7,residential,low,clear,regular,0,533.42
5,27.742849,85.3247984,1341.96,204.26,19.69,20.0,0.35269,6,1,7,residential,low,clear,regular,0,487.62
5,27.7430925,85.3247914,1162.23,176.9,18.64,20.0,0.43939,6,1,6,residential,low,clear,regular,0,373.47
5,27.741852,85.3281985,1093.25,166.4,19.29,20.0,0.47266,6,1,6,residential,low,clear,regular,0,392.12
5,27.7421225,85.3258849,1056.82,160.86,18.64,20.0,0.49023,6,1,6,residential,low,clear,regular,0,364.24
5,27.7412569,85.3276892,1024.89,156.0,18.73,20.0,0.50563,6,1,5,residential,low,clear,regular,0,323.32
5,27.7433015,85.327608,1019.14,155.12,17.86,20.0,0.50841,6,1,5,residential,low,clear,regular,0,351.9
5,27.7408845,85.3265615,850.44,129.45,18.67,20.0,0.58978,6,1,5,residential,low,clear,regular,0,317.31
5,27.7426762,85.3272052,835.0,127.09,16.42,20.0,0.59723,6,1,5,residential,low,clear,regular,0,309.13
5,27.7421477,85.3247699,832.44,126.71,20.0,20.0,0.59846,6,1,5,residential,low,clear,regular,0,243.65
5,27.741894,85.3282957,615.94,93.75,20.0,20.0,0.70289,6,1,3,residential,low,clear,regular,0,197.02
5,27.7438079,85.3281296,567.27,86.34,18.47,20.0,0.72637,6,1,3,residential,low,clear,regular,0,166.95
5,27.7431366,85.3279039,462.15,70.34,17.73,20.0,0.77708,6,1,3,residential,low,clear,regular,1,318.19
5,27.7432221,85.3283642,410.45,62.48,19.78,20.0,0.80201,6,1,2,residential,low,clear,regular,0,152.99
5,27.7439532,85.3257707,406.62,61.89,19.35,20.0,0.80386,6,1,2,residential,low,clear,regular,0,100.35
5,27.740465,85.328151,302.95,46.11,18.05,20.0,0.85387,6,1,2,residential,low,clear,regular,0,103.09
5,27.7413384,85.3251237,282.17,42.95,15.75,20.0,0.86389,6,1,2,residential,low,clear,regular,0,122.13
5,27.7410314,85.3246974,254.63,38.76,19.25,20.0,0.87718,6,1,2,residential,low,clear,regular,0,81.05
6,27.6554381,85.3470539,1957.9,344.47,5.05,20.0,0.0,17,5,7,residential,high,rain,half_day,0,1440.76
6,27.6550996,85.3490082,1917.81,337.41,5.46,20.0,0.02048,17,5,7,residential,high,rain,half_day,0,1404.23
6,27.654755,85.3487744,1862.91,327.75,5.19,20.0,0.04852,17,5,7,residential,high,rain,half_day,0,1215.96
6,27.6562132,85.3466333,1803.86,317.36,6.2,20.0,0.07868,17,5,7,residential,high,rain,half_day,0,1360.39
6,27.6551377,85.347825,1550.18,272.73,6.4,20.0,0.20825,17,5,6,residential,high,rain,half_day,0,1104.25
6,27.6570605,85.3489074,1518.28,267.12,5.07,20.0,0.22453,17,5,6,residential,high,rain,half_day,0,1137.82
6,27.6552676,85.3489114,1510.88,265.82,5.77,20.0,0.22832,17,5,6,residential,high,rain,half_day,0,1059.29
6,27.6539511,85.3467206,1503.92,264.59,6.01,20.0,0.23187,17,5,6,residential,high,rain,half_day,0,1156.07
6,27.6536193,85.3496453,1451.33,255.34,5.63,20.0,0.25873,17,5,6,residential,high,rain,half_day,0,1102.62
6,27.6572706,85.3491306,1449.71,255.06,4.78,20.0,0.25956,17,5,6,residential,high,rain,half_day,0,1014.71
6,27.6545461,85.347362,1432.54,252.04,5.01,20.0,0.26833,17,5,6,residential,high,rain,half_day,0,1136.83
6,27.6567457,85.3477229,1394.95,245.42,5.98,20.0,0.28753,17,5,5,residential,high,rain,half_day,0,986.29
6,27.6552015,85.3498305,1317.87,231.86,5.58,20.0,0.3269,17,5,5,residential,high,rain,half_day,0,893.49
6,27.6553997,85.3483746,1293.54,227.58,5.12,20.0,0.33932,17,5,5,residential,high,rain,half_day,0,890.28
6,27.65732,85.3500522,1288.26,226.65,4.92,20.0,0.34202,17,5,5,residential,high,rain,half_day,0,870.6
6,27.6574142,85.3481933,1186.04,208.67,5.53,20.0,0.39423,17,5,5,residential,high,rain,half_day,0,879.51
6,27.655868,85.3467584,1167.26,205.36,5.06,20.0,0.40382,17,5,5,residential,high,rain,half_day,0,847.11
6,27.655086,85.3482836,1149.77,202.29,4.98,20.0,0.41276,17,5,5,residential,high,rain,half_day,0,803.84
6,27.6543816,85.3473709,1116.6,196.45,5.05,20.0,0.42969,17,5,4,residential,high,rain,half_day,0,883.37
6,27.6554569,85.3481025,1049.5,184.64,5.75,20.0,0.46397,17,5,4,residential,high,rain,half_day,0,751.01
6,27.6540992,85.3473409,1046.78,184.17,6.07,20.0,0.46536,17,5,4,residential,high,rain,half_day,1,1148.49
6,27.6557776,85.3473744,1002.5,176.38,5.43,20.0,0.48797,17,5,4,residential,high,rain,half_day,0,683.22
6,27.6552211,85.3498038,946.41,166.51,5.14,20.0,0.51662,17,5,4,residential,high,rain,half_day,0,699.92
6,27.6569332,85.3469274,765.93,134.75,5.21,20.0,0.6088,17,5,3,residential,high,rain,half_day,0,547.86
6,27.6571186,85.3483374,739.38,130.08,5.26,20.0,0.62236,17,5,3,residential,high,rain,half_day,0,538.68
6,27.6571716,85.3467286,730.59,128.54,5.26,20.0,0.62685,17,5,3,residential,high,rain,half_day,0,561.95
6,27.6556748,85.3505044,675.11,118.78,5.32,20.0,0.65519,17,5,3,residential,high,rain,half_day,0,544.04
6,27.6552154,85.3476482,641.49,112.86,4.87,20.0,0.67236,17,5,3,residential,high,rain,half_day,0,521.34
6,27.6555476,85.3502308,591.99,104.15,6.21,20.0,0.69764,17,5,3,residential,high,rain,half_day,0,478.21
6,27.6551852,85.350293,555.66,97.76,6.12,20.0,0.7162,17,5,2,residential,high,rain,half_day,0,437.59
6,27.6563503,85.3503988,494.55,87.01,6.43,20.0,0.74741,17,5,2,residential,high,rain,half_day,1,477.01
6,27.6549207,85.3485691,353.71,62.23,4.87,20.0,0.81934,17,5,2,residential,high,rain,half_day,0,252.76
6,27.6537778,85.3492911,345.25,60.74,5.86,20.0,0.82366,17,5,2,residential,high,rain,half_day,0,246.13
6,27.6559427,85.3499643,224.03,39.42,6.06,20.0,0.88557,17,5,1,residential,high,rain,half_day,0,176.01
6,27.6568038,85.3495674,181.08,31.86,5.72,20.0,0.90751,17,5,1,residential,high,rain,half_day,0,148.75
6,27.6546968,85.347501,127.7,22.47,5.2,20.0,0.93478,17,5,1,residential,high,rain,half_day,0,104.36
7,27.7124237,85.3713797,5363.87,921.38,18.98,30.0,0.0,13,3,9,residential,medium,clear,regular,0,1770.28
